date,product_id,category,quantity,unit_price,customer_id,store_id,total_sales,year,month,day_of_week,quarter
2024-03-31,P026,Home Goods,9,92.61,2014,S001,833.49,2024,3,6,1
2023-07-17,P002,Books,8,22.907999999999998,4895,S002,183.26399999999998,2023,7,0,3
2022-10-19,P003,Toys,8,308.81,2553,S001,2470.48,2022,10,2,4
2023-09-21,P046,Clothing,3,461.2,2392,S004,1383.6,2023,9,3,3
2022-04-11,P004,Electronics,3,62.12,3308,S004,186.35999999999999,2022,4,0,2
2023-12-22,P025,Electronics,2,170.055,4695,S004,340.11,2023,12,4,4
2023-01-13,P013,Toys,1,191.41,4991,S004,191.41,2023,1,4,1
2024-07-11,P039,Home Goods,4,487.53599999999994,4021,S002,1950.1439999999998,2024,7,3,3
2023-03-04,P044,Home Goods,2,141.94,3674,S003,283.88,2023,3,5,1
2023-08-13,P035,Home Goods,2,530.6519999999999,2701,S003,1061.3039999999999,2023,8,6,3
2022-01-19,P023,Home Goods,5,36.93,1578,S002,184.65,2022,1,2,1
2022-04-24,P009,Home Goods,4,471.07,4838,S001,1884.28,2022,4,6,2
2023-06-06,P002,Toys,1,341.724,2605,S004,341.724,2023,6,1,2
2023-09-09,P041,Books,9,332.8,4891,S004,2995.2000000000003,2023,9,5,3
2024-01-09,P044,Clothing,4,190.17,4069,S004,760.68,2024,1,1,1
2023-02-09,P031,Home Goods,5,393.18,2226,S002,1965.9,2023,2,3,1
2024-04-09,P044,Books,7,91.62,3686,S002,641.34,2024,4,1,2
2024-09-04,P047,Electronics,2,33.97,2958,S004,67.94,2024,9,2,3
2024-06-25,P002,Toys,8,244.56,2978,S004,1956.48,2024,6,1,2
2022-03-05,P032,Books,2,428.31,1409,S001,856.62,2022,3,5,1
2023-09-09,P018,Home Goods,5,379.91,3880,S003,1899.5500000000002,2023,9,5,3
2022-06-10,P013,Home Goods,2,316.09200000000004,4151,S002,632.1840000000001,2022,6,4,2
2022-12-11,P046,Home Goods,2,435.52500000000003,2711,S003,871.0500000000001,2022,12,6,4
2024-12-21,P005,Books,4,110.47500000000001,3160,S004,441.90000000000003,2024,12,5,4
2022-08-02,P042,Home Goods,4,506.316,3670,S003,2025.264,2022,8,1,3
2023-09-28,P044,Books,8,276.745,3868,S003,2213.96,2023,9,3,3
2024-01-26,P010,Home Goods,6,331.67,4208,S002,1990.02,2024,1,4,1
2024-04-16,P043,Electronics,8,238.43,4716,S002,1907.44,2024,4,1,2
2023-11-29,P025,Electronics,7,723.885,4955,S001,5067.195,2023,11,2,4
2022-01-16,P034,Clothing,4,440.73,1839,S004,1762.92,2022,1,6,1
2023-03-23,P037,Home Goods,2,325.77,1188,S001,651.54,2023,3,3,1
2023-10-18,P030,Home Goods,9,192.18,1276,S002,1729.6200000000001,2023,10,2,4
2022-05-17,P007,Books,2,312.83,2760,S001,625.66,2022,5,1,2
2023-04-20,P006,Books,1,291.97,3150,S003,291.97,2023,4,3,2
2022-02-23,P003,Home Goods,8,203.18,3154,S003,1625.44,2022,2,2,1
2022-05-03,P013,Clothing,9,160.27,4646,S002,1442.43,2022,5,1,2
2023-06-11,P003,Home Goods,1,251.32799999999997,2939,S003,251.32799999999997,2023,6,6,2
2022-07-20,P026,Books,7,349.464,2977,S004,2446.248,2022,7,2,3
2023-12-07,P024,Home Goods,2,329.685,3804,S002,659.37,2023,12,3,4
2024-04-03,P006,Books,6,139.15,3220,S004,834.9000000000001,2024,4,2,2
2024-07-14,P043,Home Goods,5,459.444,4989,S002,2297.2200000000003,2024,7,6,3
2022-10-18,P049,Toys,1,270.42,4916,S002,270.42,2022,10,1,4
2022-09-05,P042,Books,2,43.16,1998,S003,86.32,2022,9,0,3
2022-06-10,P012,Clothing,2,228.576,4402,S002,457.152,2022,6,4,2
2024-02-13,P049,Toys,6,443.61,1721,S002,2661.66,2024,2,1,1
2024-04-19,P036,Home Goods,1,380.07,2214,S001,380.07,2024,4,4,2
2022-02-20,P002,Books,4,168.39,2693,S003,673.56,2022,2,6,1
2024-11-08,P011,Toys,5,704.5649999999999,3878,S004,3522.825,2024,11,4,4
2022-03-24,P039,Clothing,2,47.54,3272,S002,95.08,2022,3,3,1
2023-11-11,P034,Books,2,721.515,2707,S004,1443.03,2023,11,5,4
2024-04-22,P026,Toys,7,130.4,4394,S001,912.8000000000001,2024,4,0,2
2024-09-14,P018,Toys,7,14.46,4579,S002,101.22,2024,9,5,3
2024-04-26,P021,Toys,6,222.57,4619,S004,1335.42,2024,4,4,2
2024-07-15,P036,Electronics,1,223.08,3181,S003,223.08,2024,7,0,3
2023-04-07,P040,Home Goods,3,274.15,2060,S001,822.4499999999999,2023,4,4,2
2024-07-27,P046,Books,9,480.504,3140,S001,4324.536,2024,7,5,3
2022-05-05,P044,Books,1,422.79,3122,S004,422.79,2022,5,3,2
2024-10-04,P022,Books,2,206.6,3803,S002,413.2,2024,10,4,4
2023-11-17,P030,Toys,8,330.93,3230,S002,2647.44,2023,11,4,4
2024-07-29,P050,Home Goods,7,99.13199999999999,1716,S003,693.924,2024,7,0,3
2023-08-10,P043,Clothing,9,271.01,1458,S003,2439.09,2023,8,3,3
2024-02-20,P030,Books,4,324.2,4770,S002,1296.8,2024,2,1,1
2023-10-27,P008,Home Goods,4,41.57,2701,S001,166.28,2023,10,4,4
2024-05-13,P034,Home Goods,7,369.58,1626,S003,2587.06,2024,5,0,2
2022-05-07,P047,Electronics,1,274.15,3456,S003,274.15,2022,5,5,2
2022-04-06,P009,Books,9,107.31,1206,S001,965.79,2022,4,2,2
2022-12-17,P020,Toys,2,411.555,4316,S002,823.11,2022,12,5,4
2022-08-25,P040,Home Goods,1,266.8,2356,S004,266.8,2022,8,3,3
2024-09-14,P025,Home Goods,7,224.98,1672,S003,1574.86,2024,9,5,3
2022-11-12,P019,Clothing,6,602.67,4596,S001,3616.0199999999995,2022,11,5,4
2024-12-12,P005,Electronics,3,354.51,4365,S003,1063.53,2024,12,3,4
2023-04-04,P011,Home Goods,1,82.86,4060,S001,82.86,2023,4,1,2
2022-09-24,P015,Home Goods,5,306.45599999999996,2977,S003,1532.2799999999997,2022,9,5,3
2024-07-04,P008,Toys,4,121.82399999999998,2939,S002,487.29599999999994,2024,7,3,3
2024-03-05,P019,Toys,5,371.89,3795,S001,1859.4499999999998,2024,3,1,1
2023-09-28,P023,Clothing,1,244.88,1272,S004,244.88,2023,9,3,3
2023-11-25,P027,Clothing,1,348.495,3426,S004,348.495,2023,11,5,4
2024-05-01,P040,Clothing,5,427.2,3673,S003,2136.0,2024,5,2,2
2022-11-23,P032,Toys,6,535.83,3711,S004,3214.9800000000005,2022,11,2,4
2024-12-28,P026,Toys,5,39.195,2049,S003,195.975,2024,12,5,4
2024-12-11,P027,Electronics,2,232.695,3727,S001,465.39,2024,12,2,4
2024-02-26,P019,Books,9,436.75,3591,S001,3930.75,2024,2,0,1
2022-10-17,P050,Books,5,18.98,3780,S004,94.9,2022,10,0,4
2024-03-26,P042,Electronics,5,277.17,4789,S004,1385.8500000000001,2024,3,1,1
2022-04-23,P029,Books,9,366.63,2877,S002,3299.67,2022,4,5,2
2022-02-19,P039,Toys,3,314.71,4681,S001,944.1299999999999,2022,2,5,1
2022-12-30,P041,Books,5,573.99,1090,S004,2869.95,2022,12,4,4
2023-08-21,P033,Toys,5,438.70799999999997,1475,S004,2193.54,2023,8,0,3
2024-09-11,P019,Electronics,2,349.1,4960,S004,698.2,2024,9,2,3
2024-05-08,P037,Clothing,4,412.55,3046,S003,1650.2,2024,5,2,2
2024-05-23,P019,Electronics,2,326.39,1725,S002,652.78,2024,5,3,2
2023-07-12,P033,Books,5,248.628,2211,S001,1243.1399999999999,2023,7,2,3
2023-04-14,P047,Toys,2,319.53499999999997,4640,S004,639.0699999999999,2023,4,4,2
2023-05-13,P016,Books,9,361.2,4690,S004,3250.7999999999997,2023,5,5,2
2024-12-21,P023,Books,6,659.085,4266,S004,3954.51,2024,12,5,4
2022-03-06,P007,Clothing,8,143.39,1533,S003,1147.12,2022,3,6,1
2024-09-10,P026,Books,9,177.62,3745,S001,1598.58,2024,9,1,3
2023-12-18,P032,Clothing,8,699.09,3927,S004,5592.72,2023,12,0,4
2023-07-26,P012,Toys,5,352.16400000000004,1084,S004,1760.8200000000002,2023,7,2,3
2024-05-07,P008,Toys,5,97.69,3639,S003,488.45,2024,5,1,2
2023-09-16,P005,Clothing,6,335.21,1840,S003,2011.2599999999998,2023,9,5,3
2024-09-16,P042,Electronics,1,495.47,1076,S002,495.47,2024,9,0,3
2024-10-09,P028,Toys,8,413.49,3377,S002,3307.92,2024,10,2,4
2023-07-08,P005,Electronics,2,450.492,3430,S001,900.984,2023,7,5,3
2023-01-22,P049,Toys,6,111.94,4504,S002,671.64,2023,1,6,1
2024-01-01,P026,Toys,9,439.31,3424,S001,3953.79,2024,1,0,1
2024-10-19,P005,Home Goods,3,267.64,3388,S002,802.92,2024,10,5,4
2022-11-01,P022,Books,2,668.625,2200,S004,1337.25,2022,11,1,4
2024-01-31,P015,Books,5,171.62,4497,S002,858.1,2024,1,2,1
2024-02-08,P013,Electronics,9,40.41,3471,S004,363.68999999999994,2024,2,3,1
2024-05-14,P028,Books,6,243.23,2990,S001,1459.3799999999999,2024,5,1,2
2022-07-18,P033,Electronics,8,170.664,3221,S002,1365.312,2022,7,0,3
2024-04-28,P043,Toys,8,360.46,1405,S002,2883.68,2024,4,6,2
2024-10-16,P023,Home Goods,7,478.98,3129,S002,3352.86,2024,10,2,4
2022-09-21,P033,Home Goods,5,348.58,1020,S004,1742.8999999999999,2022,9,2,3
2022-12-05,P043,Toys,2,666.9000000000001,3738,S004,1333.8000000000002,2022,12,0,4
2024-12-08,P018,Clothing,5,347.96999999999997,4057,S002,1739.85,2024,12,6,4
2022-09-23,P050,Clothing,7,388.1,1397,S001,2716.7000000000003,2022,9,4,3
2024-08-30,P030,Books,7,507.70799999999997,3377,S004,3553.9559999999997,2024,8,4,3
2023-09-21,P026,Electronics,2,358.33,3272,S003,716.66,2023,9,3,3
2022-12-17,P016,Home Goods,7,388.21500000000003,2800,S001,2717.505,2022,12,5,4
2024-09-14,P013,Books,6,316.67,4473,S001,1900.02,2024,9,5,3
2023-08-03,P039,Toys,7,423.9,3828,S001,2967.2999999999997,2023,8,3,3
2023-10-15,P033,Home Goods,8,134.01,4834,S004,1072.08,2023,10,6,4
2023-04-29,P026,Electronics,4,406.69,2808,S002,1626.76,2023,4,5,2
2024-01-02,P048,Electronics,1,475.66,1893,S002,475.66,2024,1,1,1
2022-08-31,P001,Clothing,8,285.56399999999996,4926,S003,2284.5119999999997,2022,8,2,3
2023-06-04,P049,Books,8,424.224,2944,S002,3393.792,2023,6,6,2
2024-12-06,P038,Toys,3,556.71,1437,S003,1670.13,2024,12,4,4
2022-12-31,P002,Home Goods,3,501.75,2295,S003,1505.25,2022,12,5,4
2024-03-03,P049,Electronics,5,278.09,2303,S002,1390.4499999999998,2024,3,6,1
2023-03-21,P006,Home Goods,3,442.01,1222,S003,1326.03,2023,3,1,1
2024-06-20,P046,Toys,5,275.964,2610,S001,1379.82,2024,6,3,2
2022-07-17,P050,Home Goods,8,47.928,4734,S001,383.424,2022,7,6,3
2024-12-07,P038,Books,1,635.745,2960,S001,635.745,2024,12,5,4
2023-08-12,P042,Clothing,2,408.3,4942,S004,816.6,2023,8,5,3
2022-12-03,P024,Home Goods,2,269.376,1508,S003,538.752,2022,12,5,4
2022-04-25,P018,Clothing,4,77.89,4413,S003,311.56,2022,4,0,2
2022-09-08,P027,Toys,9,25.07,3664,S001,225.63,2022,9,3,3
2023-10-20,P041,Clothing,2,467.84,2065,S004,935.68,2023,10,4,4
2023-04-04,P008,Home Goods,9,82.39,2199,S002,741.51,2023,4,1,2
2024-08-08,P028,Home Goods,7,488.076,2268,S001,3416.532,2024,8,3,3
2023-07-18,P010,Electronics,8,496.044,2276,S004,3968.352,2023,7,1,3
2022-12-19,P017,Home Goods,1,535.905,2297,S002,535.905,2022,12,0,4
2024-01-25,P029,Clothing,5,74.32,4006,S004,371.59999999999997,2024,1,3,1
2024-04-20,P006,Electronics,9,337.03,4405,S002,3033.2699999999995,2024,4,5,2
2022-09-04,P014,Home Goods,4,445.65,1603,S003,1782.6,2022,9,6,3
2022-09-05,P022,Home Goods,2,218.51,2034,S003,437.02,2022,9,0,3
2022-02-28,P006,Toys,6,212.62,3199,S004,1275.72,2022,2,0,1
2024-05-17,P026,Electronics,2,227.0,1188,S004,454.0,2024,5,4,2
2024-03-10,P039,Toys,3,50.31,4007,S002,150.93,2024,3,6,1
2023-09-03,P012,Toys,8,447.09,1675,S004,3576.72,2023,9,6,3
2024-08-21,P035,Toys,3,523.0799999999999,1637,S004,1569.2399999999998,2024,8,2,3
2024-07-19,P014,Books,2,347.19000000000005,3258,S002,694.3800000000001,2024,7,4,3
2023-12-25,P022,Toys,6,445.11,2996,S002,2670.66,2023,12,0,4
2024-09-11,P023,Clothing,3,378.08,4168,S003,1134.24,2024,9,2,3
2022-10-25,P048,Home Goods,1,109.31,2844,S001,109.31,2022,10,1,4
2022-06-20,P007,Books,3,404.508,3386,S004,1213.524,2022,6,0,2
2023-01-14,P040,Toys,6,328.37,1046,S002,1970.22,2023,1,5,1
2022-04-01,P050,Home Goods,3,451.59,1819,S003,1354.77,2022,4,4,2
2023-11-01,P025,Electronics,9,625.635,4807,S001,5630.715,2023,11,2,4
2024-11-09,P013,Electronics,7,704.7750000000001,4022,S004,4933.425000000001,2024,11,5,4
2022-03-04,P021,Home Goods,5,435.73,2080,S003,2178.65,2022,3,4,1
2022-07-05,P041,Clothing,2,522.792,4146,S001,1045.584,2022,7,1,3
2023-08-10,P010,Home Goods,9,49.464,2277,S004,445.176,2023,8,3,3
2024-11-06,P009,Home Goods,5,636.78,4734,S003,3183.8999999999996,2024,11,2,4
2023-03-10,P015,Books,7,307.66,4642,S004,2153.6200000000003,2023,3,4,1
2023-10-07,P002,Electronics,9,270.936,3884,S001,2438.424,2023,10,5,4
2022-03-08,P025,Electronics,4,37.69,3999,S002,150.76,2022,3,1,1
2022-08-10,P013,Toys,9,410.472,3645,S003,3694.2479999999996,2022,8,2,3
2024-12-20,P034,Home Goods,1,256.23,3217,S001,256.23,2024,12,4,4
2024-12-03,P034,Home Goods,6,358.815,2169,S004,2152.89,2024,12,1,4
2022-01-09,P035,Clothing,2,344.05,3886,S001,688.1,2022,1,6,1
2024-11-22,P038,Electronics,8,685.155,2056,S001,5481.24,2024,11,4,4
2024-02-16,P003,Clothing,5,414.46,2538,S002,2072.2999999999997,2024,2,4,1
2024-09-11,P042,Books,3,253.75,1795,S003,761.25,2024,9,2,3
2023-08-13,P006,Toys,2,240.01199999999997,4328,S001,480.02399999999994,2023,8,6,3
2023-10-16,P048,Clothing,8,127.49,4197,S002,1019.92,2023,10,0,4
2023-09-18,P049,Electronics,7,192.49,4006,S002,1347.43,2023,9,0,3
2024-03-13,P019,Books,9,64.41,4184,S002,579.6899999999999,2024,3,2,1
2022-07-29,P003,Home Goods,8,583.0079999999999,3862,S004,4664.063999999999,2022,7,4,3
2022-02-18,P018,Books,4,291.22,4876,S002,1164.88,2022,2,4,1
2023-03-01,P039,Clothing,2,72.62,3389,S002,145.24,2023,3,2,1
2024-04-18,P009,Electronics,2,182.87,1047,S002,365.74,2024,4,3,2
2022-10-20,P012,Clothing,2,278.05,3411,S002,556.1,2022,10,3,4
2024-03-19,P005,Home Goods,6,271.11,4858,S003,1626.66,2024,3,1,1
2024-12-07,P003,Home Goods,7,41.099999999999994,2421,S003,287.69999999999993,2024,12,5,4
2022-05-25,P011,Electronics,6,475.91,2218,S002,2855.46,2022,5,2,2
2024-03-19,P030,Toys,2,144.93,4922,S001,289.86,2024,3,1,1
2023-08-01,P004,Books,4,21.516,2760,S004,86.064,2023,8,1,3
2024-09-11,P005,Books,3,47.46,1724,S001,142.38,2024,9,2,3
2022-09-18,P001,Home Goods,4,294.3,2344,S001,1177.2,2022,9,6,3
2024-04-06,P027,Clothing,5,77.51,2817,S002,387.55,2024,4,5,2
2024-08-16,P028,Clothing,7,36.54,1137,S001,255.78,2024,8,4,3
2024-11-16,P029,Toys,9,294.03000000000003,1354,S003,2646.2700000000004,2024,11,5,4
2024-03-29,P018,Clothing,2,315.15,2868,S003,630.3,2024,3,4,1
2023-09-27,P012,Books,8,64.8,2093,S004,518.4,2023,9,2,3
2024-01-26,P013,Clothing,3,163.53,1810,S003,490.59000000000003,2024,1,4,1
2024-09-12,P041,Toys,9,214.7,2605,S003,1932.3,2024,9,3,3
2023-12-10,P002,Books,4,132.21,4554,S002,528.84,2023,12,6,4
2022-02-18,P037,Clothing,3,257.98,2743,S003,773.94,2022,2,4,1
2024-11-04,P045,Books,6,77.625,3759,S001,465.75,2024,11,0,4
2024-04-03,P016,Home Goods,9,32.79,1058,S001,295.11,2024,4,2,2
2024-03-22,P048,Home Goods,7,264.72,1770,S003,1853.0400000000002,2024,3,4,1
2022-11-07,P024,Home Goods,4,197.20499999999998,1388,S004,788.8199999999999,2022,11,0,4
2024-03-05,P035,Clothing,3,56.73,4924,S004,170.19,2024,3,1,1
2023-06-07,P022,Toys,4,283.494,4422,S004,1133.976,2023,6,2,2
2024-02-27,P036,Books,3,458.42,3893,S003,1375.26,2024,2,1,1
2022-06-13,P011,Electronics,3,437.82,3916,S004,1313.46,2022,6,0,2
2024-03-04,P046,Home Goods,9,409.65,1338,S003,3686.85,2024,3,0,1
2024-12-31,P029,Home Goods,4,655.86,4748,S001,2623.44,2024,12,1,4
2022-03-18,P035,Electronics,9,486.59,1756,S004,4379.3099999999995,2022,3,4,1
2024-12-13,P048,Electronics,5,575.985,1595,S004,2879.925,2024,12,4,4
2023-06-22,P015,Clothing,7,369.74399999999997,1435,S004,2588.2079999999996,2023,6,3,2
2024-09-14,P031,Books,5,189.06,2473,S001,945.3,2024,9,5,3
2024-06-28,P042,Home Goods,1,118.812,1376,S003,118.812,2024,6,4,2
2023-12-07,P041,Toys,2,519.6899999999999,2982,S001,1039.3799999999999,2023,12,3,4
2024-05-19,P043,Clothing,5,497.53,3438,S001,2487.6499999999996,2024,5,6,2
2024-09-20,P016,Clothing,6,239.01,3528,S002,1434.06,2024,9,4,3
2023-06-19,P010,Toys,7,437.52000000000004,3868,S004,3062.6400000000003,2023,6,0,2
2023-03-23,P049,Toys,2,252.6,1113,S003,505.2,2023,3,3,1
2024-03-14,P032,Toys,9,221.65,4817,S003,1994.8500000000001,2024,3,3,1
2024-07-20,P002,Electronics,6,253.26,1773,S002,1519.56,2024,7,5,3
2024-06-10,P024,Home Goods,2,308.724,2926,S002,617.448,2024,6,0,2
2024-07-12,P023,Electronics,2,227.736,3219,S001,455.472,2024,7,4,3
2023-07-23,P002,Home Goods,3,452.28,1017,S002,1356.84,2023,7,6,3
2024-07-29,P038,Electronics,1,526.068,1234,S003,526.068,2024,7,0,3
2022-07-02,P031,Books,9,531.132,2333,S003,4780.187999999999,2022,7,5,3
2023-11-14,P040,Home Goods,4,182.355,4966,S003,729.42,2023,11,1,4
2022-01-10,P026,Clothing,5,277.992,2692,S001,1389.96,2022,1,0,1
2023-03-20,P029,Home Goods,7,177.36,3770,S004,1241.52,2023,3,0,1
2023-05-08,P003,Home Goods,1,161.56,1280,S004,161.56,2023,5,0,2
2023-06-10,P014,Home Goods,3,439.332,1830,S001,1317.996,2023,6,5,2
2024-04-09,P025,Books,3,159.3,4267,S003,477.90000000000003,2024,4,1,2
2023-06-01,P048,Electronics,2,297.885,2138,S003,595.77,2023,6,3,2
2023-08-06,P001,Clothing,8,231.68399999999997,4468,S001,1853.4719999999998,2023,8,6,3
2022-12-05,P003,Electronics,5,545.28,2695,S001,2726.3999999999996,2022,12,0,4
2023-05-15,P026,Electronics,1,170.21,2690,S002,170.21,2023,5,0,2
2022-11-22,P018,Toys,2,477.72,2586,S001,955.44,2022,11,1,4
2022-04-25,P009,Books,1,333.46,1417,S004,333.46,2022,4,0,2
2024-01-12,P038,Toys,6,369.53,3331,S001,2217.18,2024,1,4,1
2024-03-14,P023,Books,9,308.5,1584,S003,2776.5,2024,3,3,1
2024-01-28,P021,Electronics,7,221.96,2351,S003,1553.72,2024,1,6,1
2023-08-22,P001,Electronics,5,109.86,2364,S003,549.3,2023,8,1,3
2023-05-23,P021,Books,3,166.27,3669,S004,498.81000000000006,2023,5,1,2
2024-09-07,P027,Electronics,8,221.76,4869,S004,1774.08,2024,9,5,3
2023-10-19,P042,Electronics,4,359.81,3268,S002,1439.24,2023,10,3,4
2023-09-08,P006,Clothing,9,16.43,3056,S001,147.87,2023,9,4,3
2022-02-11,P044,Toys,5,164.73,2932,S002,823.65,2022,2,4,1
2023-04-09,P036,Toys,6,392.12,4153,S001,2352.7200000000003,2023,4,6,2
2023-05-23,P028,Toys,5,338.72,1831,S001,1693.6000000000001,2023,5,1,2
2023-06-13,P045,Home Goods,7,442.26,4365,S004,3095.8199999999997,2023,6,1,2
2023-12-20,P017,Clothing,7,611.6850000000001,3422,S003,4281.795,2023,12,2,4
2023-11-03,P040,Toys,1,590.6850000000001,1533,S001,590.6850000000001,2023,11,4,4
2024-01-16,P003,Toys,2,344.27,4486,S004,688.54,2024,1,1,1
2024-06-12,P012,Clothing,7,270.516,2122,S002,1893.612,2024,6,2,2
2024-07-25,P039,Electronics,8,590.352,2705,S003,4722.816,2024,7,3,3
2024-04-30,P012,Toys,4,288.85,3749,S002,1155.4,2024,4,1,2
2024-11-25,P002,Electronics,6,164.04,4689,S002,984.24,2024,11,0,4
2022-01-30,P046,Toys,3,153.48,3879,S004,460.43999999999994,2022,1,6,1
2022-10-12,P022,Books,7,349.85,3824,S003,2448.9500000000003,2022,10,2,4
2022-01-13,P023,Home Goods,3,463.12,2405,S001,1389.3600000000001,2022,1,3,1
2024-02-24,P030,Toys,7,97.57,2886,S002,682.99,2024,2,5,1
2024-10-07,P005,Books,8,50.35,3987,S001,402.8,2024,10,0,4
2022-12-12,P009,Clothing,3,662.925,4575,S003,1988.7749999999999,2022,12,0,4
2024-11-01,P021,Books,2,687.735,1446,S004,1375.47,2024,11,4,4
2022-04-06,P011,Clothing,6,145.43,3727,S004,872.58,2022,4,2,2
2024-11-07,P005,Toys,4,292.305,3391,S004,1169.22,2024,11,3,4
2023-04-21,P035,Clothing,8,333.49,3472,S001,2667.92,2023,4,4,2
2022-06-05,P027,Books,2,206.004,1624,S001,412.008,2022,6,6,2
2023-09-15,P049,Home Goods,4,439.81,2863,S003,1759.24,2023,9,4,3
2022-12-29,P002,Electronics,2,94.065,3353,S001,188.13,2022,12,3,4
2023-02-01,P024,Electronics,2,28.61,3195,S004,57.22,2023,2,2,1
2023-02-28,P031,Home Goods,2,112.16,3896,S002,224.32,2023,2,1,1
2024-07-16,P033,Electronics,1,180.216,1731,S002,180.216,2024,7,1,3
2023-11-09,P039,Toys,4,97.995,3501,S002,391.98,2023,11,3,4
2023-03-05,P030,Toys,2,42.19,1937,S004,84.38,2023,3,6,1
2024-01-19,P046,Books,9,380.25,3080,S001,3422.25,2024,1,4,1
2024-04-28,P037,Books,9,90.5,2755,S002,814.5,2024,4,6,2
2023-01-17,P028,Clothing,7,457.82,2524,S001,3204.74,2023,1,1,1
2023-06-29,P031,Books,6,228.384,4390,S001,1370.3039999999999,2023,6,3,2
2022-07-04,P011,Toys,3,406.32,2720,S004,1218.96,2022,7,0,3
2022-09-23,P023,Books,7,120.45,2216,S001,843.15,2022,9,4,3
2024-03-27,P002,Electronics,1,127.76,4944,S001,127.76,2024,3,2,1
2022-09-24,P040,Clothing,9,291.61,2203,S004,2624.4900000000002,2022,9,5,3
2023-10-25,P041,Clothing,4,284.72,2890,S003,1138.88,2023,10,2,4
2024-04-22,P027,Toys,6,386.68,4031,S002,2320.08,2024,4,0,2
2022-06-13,P035,Books,6,457.59599999999995,2541,S002,2745.5759999999996,2022,6,0,2
2023-12-07,P002,Electronics,3,507.96,1390,S001,1523.8799999999999,2023,12,3,4
2022-12-29,P039,Books,4,345.105,4592,S003,1380.42,2022,12,3,4
2024-12-01,P037,Home Goods,3,669.615,3404,S004,2008.845,2024,12,6,4
2023-09-12,P021,Books,6,315.06,3620,S001,1890.3600000000001,2023,9,1,3
2024-07-19,P005,Toys,1,594.24,3511,S004,594.24,2024,7,4,3
2023-11-20,P045,Books,8,617.235,3977,S002,4937.88,2023,11,0,4
2022-03-11,P021,Clothing,8,31.71,4746,S004,253.68,2022,3,4,1
2024-02-10,P029,Electronics,9,167.09,1098,S002,1503.81,2024,2,5,1
2024-11-21,P020,Toys,6,435.33000000000004,3195,S004,2611.9800000000005,2024,11,3,4
2024-01-10,P038,Home Goods,1,363.52,1569,S004,363.52,2024,1,2,1
2024-07-30,P020,Electronics,3,335.59200000000004,1726,S003,1006.7760000000001,2024,7,1,3
2024-09-25,P050,Electronics,1,395.2,4387,S004,395.2,2024,9,2,3
2022-11-23,P025,Clothing,5,222.75,2001,S001,1113.75,2022,11,2,4
2022-11-02,P002,Clothing,3,150.18,4253,S003,450.54,2022,11,2,4
2024-01-19,P032,Clothing,2,36.42,2570,S001,72.84,2024,1,4,1
2023-06-26,P026,Toys,3,349.104,1302,S004,1047.312,2023,6,0,2
2024-08-18,P006,Books,9,416.892,4629,S004,3752.028,2024,8,6,3
2024-10-09,P041,Electronics,8,169.81,4670,S003,1358.48,2024,10,2,4
2023-04-23,P003,Books,3,310.66,3051,S002,931.98,2023,4,6,2
2022-12-04,P033,Books,2,53.34,3825,S003,106.68,2022,12,6,4
2024-06-26,P001,Clothing,5,70.38,3154,S002,351.9,2024,6,2,2
2023-01-20,P005,Books,1,353.86,3122,S002,353.86,2023,1,4,1
2024-08-03,P013,Electronics,4,228.42,2063,S004,913.68,2024,8,5,3
2023-07-10,P019,Electronics,8,406.73999999999995,1638,S001,3253.9199999999996,2023,7,0,3
2024-03-14,P012,Home Goods,1,417.54,3742,S003,417.54,2024,3,3,1
2022-05-28,P048,Toys,5,427.78,2142,S003,2138.8999999999996,2022,5,5,2
2024-02-01,P025,Books,4,94.36,3120,S004,377.44,2024,2,3,1
2023-08-10,P035,Toys,6,297.936,1551,S004,1787.616,2023,8,3,3
2023-12-26,P012,Toys,7,554.4300000000001,4275,S003,3881.01,2023,12,1,4
2022-09-06,P030,Toys,9,389.25,1976,S003,3503.25,2022,9,1,3
2024-05-17,P005,Toys,1,394.49,1095,S001,394.49,2024,5,4,2
2024-09-07,P034,Electronics,4,121.8,4350,S004,487.2,2024,9,5,3
2022-11-09,P022,Books,6,156.51,4214,S001,939.06,2022,11,2,4
2022-05-28,P039,Home Goods,7,299.11,4186,S004,2093.77,2022,5,5,2
2022-02-08,P013,Toys,7,373.13,4547,S004,2611.91,2022,2,1,1
2024-02-18,P047,Home Goods,8,166.38,3931,S001,1331.04,2024,2,6,1
2024-01-15,P003,Electronics,8,61.31,4204,S002,490.48,2024,1,0,1
2023-11-16,P020,Electronics,8,541.8149999999999,2191,S002,4334.5199999999995,2023,11,3,4
2022-11-28,P031,Clothing,8,235.27499999999998,4985,S002,1882.1999999999998,2022,11,0,4
2023-06-04,P005,Toys,8,109.824,4316,S004,878.592,2023,6,6,2
2024-01-03,P024,Clothing,6,82.38,3324,S001,494.28,2024,1,2,1
2023-09-26,P040,Home Goods,9,164.31,3306,S002,1478.79,2023,9,1,3
2024-12-21,P033,Books,3,450.615,1045,S003,1351.845,2024,12,5,4
2022-07-25,P008,Clothing,6,222.744,1345,S002,1336.464,2022,7,0,3
2024-04-09,P024,Electronics,5,20.12,1846,S001,100.60000000000001,2024,4,1,2
2023-06-19,P050,Toys,8,68.988,3942,S004,551.904,2023,6,0,2
2023-07-15,P020,Home Goods,4,321.79,4308,S001,1287.16,2023,7,5,3
